txn_id,date,iso_date,narration,ref_no,value_date,type,category,mode,withdrawal,deposit,balance,status
TXN00245,02/12/2024,2024-12-02,NEFT-SALARY CREDIT-EMPLOYER PAYROLL-190170799779,0000190170799779,02/12/2024,CR,Salary,NEFT,,50249.48,544661.32,SUCCESS
TXN00246,03/12/2024,2024-12-03,UPI-AMAZON PAY INDIA-AMAZONPAY@APL-AXIS0000002-448013415558-UPI,0000448013415558,03/12/2024,CR,Shopping,UPI,,3969.77,548631.09,SUCCESS
TXN00247,04/12/2024,2024-12-04,UPI-MSEB VIDYUT-MSEDCL.BILL@YBL-YESB0MSEBUP-262312743925-UPI,0000262312743925,04/12/2024,DR,Rent,UPI,14233.0,,534398.09,SUCCESS
TXN00248,05/12/2024,2024-12-05,UPI-RELIANCE JIO-JIO.BILLPAY@HDFCBANK-HDFC0JIOUPI-866533357163-UPI,0000866533357163,05/12/2024,CR,Utility,UPI,,2920.84,537318.93,SUCCESS
TXN00249,06/12/2024,2024-12-06,UPI-SWIGGY INDIA-SWIGGYSTORES@ICICI-ICIC0DC0099-106937867936-UPI,0000106937867936,06/12/2024,DR,Food,UPI,948.56,,536370.37,SUCCESS
TXN00250,07/12/2024,2024-12-07,UPI-MSEB VIDYUT-MSEDCL.BILL@YBL-YESB0MSEBUP-950881068534-UPI,0000950881068534,07/12/2024,DR,Utility,UPI,1215.32,,535155.05,SUCCESS
TXN00251,08/12/2024,2024-12-08,UPI-FLIPKART INTERNET-FLIPKART@YESBANK-YESB0FLKUPI-220528838961-UPI,0000220528838961,08/12/2024,DR,Shopping,UPI,37.72,,535117.33,SUCCESS
TXN00252,09/12/2024,2024-12-09,UPI-MSEB VIDYUT-MSEDCL.BILL@YBL-YESB0MSEBUP-257704947058-UPI,0000257704947058,09/12/2024,DR,Utility,UPI,1221.69,,533895.64,SUCCESS
TXN00253,10/12/2024,2024-12-10,UPI-MYNTRA DESIGNS-MYNTRA@ICICI-ICIC0MYNUPI-830948947428-UPI,0000830948947428,10/12/2024,DR,Shopping,UPI,488.09,,533407.55,SUCCESS
TXN00254,11/12/2024,2024-12-11,UPI-INDIGO AIRLINES-INDIGOAIR@HDFC-HDFC0INDIGO-149263855056-UPI,0000149263855056,11/12/2024,DR,Travel,UPI,2741.95,,530665.6,SUCCESS
TXN00255,12/12/2024,2024-12-12,UPI-PRIYA SHARMA-PRIYASHARMA92@OKICICI-ICIC0000123-176401111736-UPI,0000176401111736,12/12/2024,DR,Transfer,UPI,810.99,,529854.61,SUCCESS
TXN00256,13/12/2024,2024-12-13,UPI-PRIYA SHARMA-PRIYASHARMA92@OKICICI-ICIC0000123-147817630111-UPI,0000147817630111,13/12/2024,DR,Transfer,UPI,1025.27,,528829.34,SUCCESS
TXN00257,14/12/2024,2024-12-14,UPI-FLIPKART INTERNET-FLIPKART@YESBANK-YESB0FLKUPI-868716765015-UPI,0000868716765015,14/12/2024,CR,Shopping,UPI,,4906.69,533736.03,SUCCESS
TXN00258,15/12/2024,2024-12-15,UPI-ANAND KUMAR GUPTA-GUPTAANAND@OKHDFCBANK-HDFC0000102-886250029907-UPI,0000886250029907,15/12/2024,CR,Transfer,UPI,,414.51,534150.54,SUCCESS
TXN00259,16/12/2024,2024-12-16,UPI-BHARAT PETROLEUM-BPCLPETRO.98765@YBL-YESB0BPCLUP-148110466984-UPI,0000148110466984,16/12/2024,CR,Fuel,UPI,,2030.46,536181.0,SUCCESS
TXN00260,17/12/2024,2024-12-17,UPI-PUSHKAR DHANPAL PATL-PUSHKARPATLE441@OKSBI-UBIN0559431-663972481559-UPI,0000663972481559,17/12/2024,CR,Rent,UPI,,3349.58,539530.58,SUCCESS
TXN00261,18/12/2024,2024-12-18,UPI-ANAND KUMAR GUPTA-GUPTAANAND@OKHDFCBANK-HDFC0000102-139742680014-UPI,0000139742680014,18/12/2024,CR,Transfer,UPI,,1859.44,541390.02,SUCCESS
TXN00262,19/12/2024,2024-12-19,UPI-ZOMATO LTD-ZOMATO-ONLINE@YBL-YESB0ZOMUPI-958401348691-UPI,0000958401348691,19/12/2024,CR,Food,UPI,,2125.16,543515.18,SUCCESS
TXN00263,20/12/2024,2024-12-20,UPI-PRIYA SHARMA-PRIYASHARMA92@OKICICI-ICIC0000123-976707944458-UPI,0000976707944458,20/12/2024,DR,Transfer,UPI,1819.21,,541695.97,SUCCESS
TXN00264,21/12/2024,2024-12-21,UPI-PETROL PUMP HP-HPCL.PETROL@AXIS-UTIB0HPCUPI-646263220416-UPI,0000646263220416,21/12/2024,DR,Fuel,UPI,464.43,,541231.54,SUCCESS
TXN00265,22/12/2024,2024-12-22,UPI-SWIGGY INDIA-SWIGGYSTORES@ICICI-ICIC0DC0099-566979258469-UPI,0000566979258469,22/12/2024,DR,Food,UPI,1041.37,,540190.17,SUCCESS
TXN00266,23/12/2024,2024-12-23,UPI-SWIGGY INDIA-SWIGGYSTORES@ICICI-ICIC0DC0099-213048742291-UPI,0000213048742291,23/12/2024,DR,Food,UPI,1837.75,,538352.42,SUCCESS
TXN00267,24/12/2024,2024-12-24,UPI-OLA CABS INDIA-OLACABS@HDFCBANK-HDFC0OLAUPI-856629977923-UPI,0000856629977923,24/12/2024,DR,Travel,UPI,3110.11,,535242.31,SUCCESS
TXN00268,25/12/2024,2024-12-25,UPI-INDIGO AIRLINES-INDIGOAIR@HDFC-HDFC0INDIGO-402515765955-UPI,0000402515765955,25/12/2024,CR,Travel,UPI,,5697.85,540940.16,SUCCESS
TXN00269,26/12/2024,2024-12-26,UPI-INDIGO AIRLINES-INDIGOAIR@HDFC-HDFC0INDIGO-834761706971-UPI,0000834761706971,26/12/2024,DR,Travel,UPI,271.15,,540669.01,SUCCESS
TXN00270,27/12/2024,2024-12-27,UPI-RELIANCE JIO-JIO.BILLPAY@HDFCBANK-HDFC0JIOUPI-134156970372-UPI,0000134156970372,27/12/2024,CR,Utility,UPI,,4132.92,544801.93,SUCCESS
TXN00271,28/12/2024,2024-12-28,UPI-RELIANCE JIO-JIO.BILLPAY@HDFCBANK-HDFC0JIOUPI-136241676321-UPI,0000136241676321,28/12/2024,DR,Utility,UPI,1598.99,,543202.94,SUCCESS
TXN00272,29/12/2024,2024-12-29,UPI-ZOMATO LTD-ZOMATO-ONLINE@YBL-YESB0ZOMUPI-726848188124-UPI,0000726848188124,29/12/2024,DR,Food,UPI,3346.47,,539856.47,SUCCESS
TXN00273,30/12/2024,2024-12-30,UPI-SWIGGY INDIA-SWIGGYSTORES@ICICI-ICIC0DC0099-939425327436-UPI,0000939425327436,30/12/2024,DR,Food,UPI,1694.1,,538162.37,SUCCESS
TXN00274,31/12/2024,2024-12-31,UPI-BYJU LEARNING-BYJUS.FEE@HDFC-HDFC0BYJUPI-126257061879-UPI,0000126257061879,31/12/2024,DR,Education,UPI,273.34,,537889.03,SUCCESS
TXN00275,01/01/2025,2025-01-01,UPI-RELIANCE JIO-JIO.BILLPAY@HDFCBANK-HDFC0JIOUPI-323274444183-UPI,0000323274444183,01/01/2025,DR,Utility,UPI,1582.69,,536306.34,SUCCESS
TXN00276,02/01/2025,2025-01-02,NEFT-SALARY CREDIT-EMPLOYER PAYROLL-982475788471,0000982475788471,02/01/2025,CR,Salary,NEFT,,53898.07,590204.41,SUCCESS
TXN00277,03/01/2025,2025-01-03,UPI-SWIGGY INDIA-SWIGGYSTORES@ICICI-ICIC0DC0099-770572261344-UPI,0000770572261344,03/01/2025,DR,Food,UPI,2650.8,,587553.61,SUCCESS
TXN00278,04/01/2025,2025-01-04,UPI-LIC PREMIUM-LICPREMIUM@SBI-SBIN0LICUPI-553229411741-UPI,0000553229411741,04/01/2025,DR,Rent,UPI,17870.0,,569683.61,SUCCESS
TXN00279,05/01/2025,2025-01-05,UPI-ROHAN MEHTA-ROHANM7@OKAXIS-UTIB0000456-237755710374-UPI,0000237755710374,05/01/2025,CR,Transfer,UPI,,2809.85,572493.46,SUCCESS
TXN00280,06/01/2025,2025-01-06,UPI-PRIYA SHARMA-PRIYASHARMA92@OKICICI-ICIC0000123-669856728937-UPI,0000669856728937,06/01/2025,DR,Transfer,UPI,419.66,,572073.8,SUCCESS
TXN00281,07/01/2025,2025-01-07,UPI-AIRTEL PAYMENT-AIRTEL.BILL@AXIS-UTIB0AIRTEL-573000594905-UPI,0000573000594905,07/01/2025,CR,Utility,UPI,,521.39,572595.19,SUCCESS
TXN00282,08/01/2025,2025-01-08,UPI-RELIANCE JIO-JIO.BILLPAY@HDFCBANK-HDFC0JIOUPI-667468951032-UPI,0000667468951032,08/01/2025,DR,Utility,UPI,106.12,,572489.07,SUCCESS
TXN00283,09/01/2025,2025-01-09,UPI-MSEB VIDYUT-MSEDCL.BILL@YBL-YESB0MSEBUP-670976835204-UPI,0000670976835204,09/01/2025,CR,Utility,UPI,,1653.51,574142.58,SUCCESS
TXN00284,10/01/2025,2025-01-10,UPI-RELIANCE JIO-JIO.BILLPAY@HDFCBANK-HDFC0JIOUPI-403013556602-UPI,0000403013556602,10/01/2025,DR,Utility,UPI,318.78,,573823.8,SUCCESS
TXN00285,11/01/2025,2025-01-11,UPI-IRCTC UPI-IRCTC@SBI-SBIN0IRCTC1-269997582302-UPI,0000269997582302,11/01/2025,CR,Travel,UPI,,4379.67,578203.47,SUCCESS
TXN00286,12/01/2025,2025-01-12,UPI-LIC PREMIUM-LICPREMIUM@SBI-SBIN0LICUPI-471966239279-UPI,0000471966239279,12/01/2025,DR,Insurance,UPI,743.67,,577459.8,SUCCESS
TXN00287,13/01/2025,2025-01-13,UPI-ANAND KUMAR GUPTA-GUPTAANAND@OKHDFCBANK-HDFC0000102-330429848664-UPI,0000330429848664,13/01/2025,DR,Transfer,UPI,590.86,,576868.94,SUCCESS
TXN00288,14/01/2025,2025-01-14,UPI-BIG BAZAAR RETAIL-BIGBAZAAR.MH01@HDFCBANK-HDFC0BBUPI1-629578461757-UPI,0000629578461757,14/01/2025,CR,Shopping,UPI,,4172.95,581041.89,SUCCESS
TXN00289,15/01/2025,2025-01-15,UPI-SWIGGY INDIA-SWIGGYSTORES@ICICI-ICIC0DC0099-599493675091-UPI,0000599493675091,15/01/2025,CR,Food,UPI,,1116.87,582158.76,SUCCESS
TXN00290,16/01/2025,2025-01-16,UPI-OLA CABS INDIA-OLACABS@HDFCBANK-HDFC0OLAUPI-630066059214-UPI,0000630066059214,16/01/2025,DR,Travel,UPI,1437.75,,580721.01,SUCCESS
TXN00291,17/01/2025,2025-01-17,UPI-PUSHKAR DHANPAL PATL-PUSHKARPATLE441@OKSBI-UBIN0559431-481654132689-UPI,0000481654132689,17/01/2025,DR,Rent,UPI,2184.95,,578536.06,SUCCESS
TXN00292,18/01/2025,2025-01-18,UPI-AMAZON PAY INDIA-AMAZONPAY@APL-AXIS0000002-612139364441-UPI,0000612139364441,18/01/2025,DR,Shopping,UPI,790.43,,577745.63,SUCCESS
TXN00293,19/01/2025,2025-01-19,UPI-BOOK MY SHOW-BOOKMYSHOW@YBL-YESB0BMSUP1-524967192201-UPI,0000524967192201,19/01/2025,DR,Entertainment,UPI,3206.93,,574538.7,SUCCESS
TXN00294,20/01/2025,2025-01-20,UPI-BYJU LEARNING-BYJUS.FEE@HDFC-HDFC0BYJUPI-735370624829-UPI,0000735370624829,20/01/2025,DR,Education,UPI,1994.8,,572543.9,SUCCESS
TXN00295,21/01/2025,2025-01-21,UPI-DMART AVENUE SUPERMA-DMARTAVENUESUPERMART@HDFCBANK-HDFC0MERUPI-646786017864-UPI,0000646786017864,21/01/2025,DR,Grocery,UPI,214.82,,572329.08,SUCCESS
TXN00296,22/01/2025,2025-01-22,UPI-PRIYA SHARMA-PRIYASHARMA92@OKICICI-ICIC0000123-740874165350-UPI,0000740874165350,22/01/2025,DR,Transfer,UPI,2292.56,,570036.52,SUCCESS
TXN00297,23/01/2025,2025-01-23,UPI-DMART AVENUE SUPERMA-DMARTAVENUESUPERMART@HDFCBANK-HDFC0MERUPI-689637799519-UPI,0000689637799519,23/01/2025,CR,Grocery,UPI,,2699.38,572735.9,SUCCESS
TXN00298,24/01/2025,2025-01-24,UPI-BYJU LEARNING-BYJUS.FEE@HDFC-HDFC0BYJUPI-391552927358-UPI,0000391552927358,24/01/2025,DR,Education,UPI,219.53,,572516.37,SUCCESS
TXN00299,25/01/2025,2025-01-25,UPI-BHARAT PETROLEUM-BPCLPETRO.98765@YBL-YESB0BPCLUP-716629664335-UPI,0000716629664335,25/01/2025,DR,Fuel,UPI,1659.05,,570857.32,SUCCESS
TXN00300,26/01/2025,2025-01-26,UPI-NETFLIX ENTERTAIN-NETFLIX.IND@ICICI-ICIC0NFLX01-704578512126-UPI,0000704578512126,26/01/2025,CR,Entertainment,UPI,,3814.8,574672.12,SUCCESS
TXN00301,27/01/2025,2025-01-27,UPI-RELIANCE JIO-JIO.BILLPAY@HDFCBANK-HDFC0JIOUPI-231473429205-UPI,0000231473429205,27/01/2025,CR,Utility,UPI,,2484.64,577156.76,SUCCESS
TXN00302,28/01/2025,2025-01-28,UPI-PRIYA SHARMA-PRIYASHARMA92@OKICICI-ICIC0000123-711341716290-UPI,0000711341716290,28/01/2025,CR,Transfer,UPI,,1354.54,578511.3,SUCCESS
TXN00303,29/01/2025,2025-01-29,UPI-AIRTEL PAYMENT-AIRTEL.BILL@AXIS-UTIB0AIRTEL-540273328737-UPI,0000540273328737,29/01/2025,DR,Utility,UPI,2640.78,,575870.52,SUCCESS
TXN00304,30/01/2025,2025-01-30,UPI-RELIANCE JIO-JIO.BILLPAY@HDFCBANK-HDFC0JIOUPI-600446723343-UPI,0000600446723343,30/01/2025,DR,Utility,UPI,1483.9,,574386.62,SUCCESS
TXN00305,31/01/2025,2025-01-31,UPI-BOOK MY SHOW-BOOKMYSHOW@YBL-YESB0BMSUP1-530194670575-UPI,0000530194670575,31/01/2025,CR,Entertainment,UPI,,1935.56,576322.18,SUCCESS
TXN00306,01/02/2025,2025-02-01,UPI-INDIGO AIRLINES-INDIGOAIR@HDFC-HDFC0INDIGO-676257961395-UPI,0000676257961395,01/02/2025,CR,Travel,UPI,,4692.72,581014.9,SUCCESS
TXN00307,02/02/2025,2025-02-02,NEFT-SALARY CREDIT-EMPLOYER PAYROLL-260546695013,0000260546695013,02/02/2025,CR,Salary,NEFT,,52929.97,633944.87,SUCCESS
TXN00308,03/02/2025,2025-02-03,UPI-LIC PREMIUM-LICPREMIUM@SBI-SBIN0LICUPI-135399964686-UPI,0000135399964686,03/02/2025,CR,Insurance,UPI,,837.39,634782.26,SUCCESS
TXN00309,04/02/2025,2025-02-04,UPI-RELIANCE JIO-JIO.BILLPAY@HDFCBANK-HDFC0JIOUPI-581117672542-UPI,0000581117672542,04/02/2025,DR,Rent,UPI,15247.0,,619535.26,SUCCESS
TXN00310,05/02/2025,2025-02-05,UPI-BHARAT PETROLEUM-BPCLPETRO.98765@YBL-YESB0BPCLUP-857687894266-UPI,0000857687894266,05/02/2025,DR,Fuel,UPI,394.24,,619141.02,SUCCESS
TXN00311,06/02/2025,2025-02-06,UPI-AIRTEL PAYMENT-AIRTEL.BILL@AXIS-UTIB0AIRTEL-253355136905-UPI,0000253355136905,06/02/2025,DR,Utility,UPI,2486.68,,616654.34,SUCCESS
TXN00312,07/02/2025,2025-02-07,UPI-MEDPLUS PHARMACY-MEDPLUS@ICICI-ICIC0MEDPLS-603254986487-UPI,0000603254986487,07/02/2025,DR,Health,UPI,2815.97,,613838.37,SUCCESS
TXN00313,08/02/2025,2025-02-08,UPI-BHARAT PETROLEUM-BPCLPETRO.98765@YBL-YESB0BPCLUP-630901236375-UPI,0000630901236375,08/02/2025,CR,Fuel,UPI,,1818.24,615656.61,SUCCESS
TXN00314,09/02/2025,2025-02-09,UPI-MSEB VIDYUT-MSEDCL.BILL@YBL-YESB0MSEBUP-346095180020-UPI,0000346095180020,09/02/2025,CR,Utility,UPI,,4288.43,619945.04,SUCCESS
TXN00315,10/02/2025,2025-02-10,UPI-FLIPKART INTERNET-FLIPKART@YESBANK-YESB0FLKUPI-876058671125-UPI,0000876058671125,10/02/2025,DR,Shopping,UPI,3301.1,,616643.94,SUCCESS
TXN00316,11/02/2025,2025-02-11,UPI-LIC PREMIUM-LICPREMIUM@SBI-SBIN0LICUPI-234380032135-UPI,0000234380032135,11/02/2025,CR,Insurance,UPI,,2402.23,619046.17,SUCCESS
TXN00317,12/02/2025,2025-02-12,UPI-PRIYA SHARMA-PRIYASHARMA92@OKICICI-ICIC0000123-538001454361-UPI,0000538001454361,12/02/2025,CR,Transfer,UPI,,4866.77,623912.94,SUCCESS
TXN00318,13/02/2025,2025-02-13,UPI-MSEB VIDYUT-MSEDCL.BILL@YBL-YESB0MSEBUP-144197157631-UPI,0000144197157631,13/02/2025,CR,Utility,UPI,,658.37,624571.31,SUCCESS
TXN00319,14/02/2025,2025-02-14,UPI-INDIGO AIRLINES-INDIGOAIR@HDFC-HDFC0INDIGO-589299895607-UPI,0000589299895607,14/02/2025,DR,Travel,UPI,1106.2,,623465.11,SUCCESS
TXN00320,15/02/2025,2025-02-15,UPI-PETROL PUMP HP-HPCL.PETROL@AXIS-UTIB0HPCUPI-718187630594-UPI,0000718187630594,15/02/2025,DR,Fuel,UPI,81.34,,623383.77,SUCCESS
TXN00321,16/02/2025,2025-02-16,UPI-MYNTRA DESIGNS-MYNTRA@ICICI-ICIC0MYNUPI-152580956926-UPI,0000152580956926,16/02/2025,CR,Shopping,UPI,,1508.9,624892.67,SUCCESS
TXN00322,17/02/2025,2025-02-17,UPI-AMAZON PAY INDIA-AMAZONPAY@APL-AXIS0000002-156834600261-UPI,0000156834600261,17/02/2025,DR,Shopping,UPI,367.16,,624525.51,SUCCESS
TXN00323,18/02/2025,2025-02-18,UPI-SNEHA KULKARNI-SNEHAK2000@OKSBI-SBIN0007788-275789144602-UPI,0000275789144602,18/02/2025,CR,Transfer,UPI,,5307.76,629833.27,SUCCESS
TXN00324,19/02/2025,2025-02-19,UPI-INDIGO AIRLINES-INDIGOAIR@HDFC-HDFC0INDIGO-626029124512-UPI,0000626029124512,19/02/2025,DR,Travel,UPI,483.04,,629350.23,SUCCESS
TXN00325,20/02/2025,2025-02-20,UPI-SWIGGY INDIA-SWIGGYSTORES@ICICI-ICIC0DC0099-945713149539-UPI,0000945713149539,20/02/2025,CR,Food,UPI,,1546.88,630897.11,SUCCESS
TXN00326,21/02/2025,2025-02-21,UPI-ZOMATO LTD-ZOMATO-ONLINE@YBL-YESB0ZOMUPI-897741584203-UPI,0000897741584203,21/02/2025,CR,Food,UPI,,1215.38,632112.49,SUCCESS
TXN00327,22/02/2025,2025-02-22,UPI-PUSHKAR DHANPAL PATL-PUSHKARPATLE441@OKSBI-UBIN0559431-142604507117-UPI,0000142604507117,22/02/2025,CR,Rent,UPI,,1280.61,633393.1,SUCCESS
TXN00328,23/02/2025,2025-02-23,UPI-MSEB VIDYUT-MSEDCL.BILL@YBL-YESB0MSEBUP-108750850618-UPI,0000108750850618,23/02/2025,DR,Utility,UPI,3448.98,,629944.12,SUCCESS
TXN00329,24/02/2025,2025-02-24,UPI-AIRTEL PAYMENT-AIRTEL.BILL@AXIS-UTIB0AIRTEL-699754869975-UPI,0000699754869975,24/02/2025,DR,Utility,UPI,3053.18,,626890.94,SUCCESS
TXN00330,25/02/2025,2025-02-25,UPI-AMAZON PAY INDIA-AMAZONPAY@APL-AXIS0000002-311625223853-UPI,0000311625223853,25/02/2025,DR,Shopping,UPI,373.63,,626517.31,SUCCESS
TXN00331,26/02/2025,2025-02-26,UPI-ROHAN MEHTA-ROHANM7@OKAXIS-UTIB0000456-907514342796-UPI,0000907514342796,26/02/2025,CR,Transfer,UPI,,3493.13,630010.44,SUCCESS
TXN00332,27/02/2025,2025-02-27,UPI-IRCTC UPI-IRCTC@SBI-SBIN0IRCTC1-313705902154-UPI,0000313705902154,27/02/2025,DR,Travel,UPI,1716.47,,628293.97,SUCCESS
TXN00333,28/02/2025,2025-02-28,UPI-SWIGGY INDIA-SWIGGYSTORES@ICICI-ICIC0DC0099-458695399156-UPI,0000458695399156,28/02/2025,DR,Food,UPI,3445.06,,624848.91,SUCCESS
TXN00334,01/03/2025,2025-03-01,UPI-FLIPKART INTERNET-FLIPKART@YESBANK-YESB0FLKUPI-250140720276-UPI,0000250140720276,01/03/2025,DR,Shopping,UPI,2317.22,,622531.69,SUCCESS
TXN00335,02/03/2025,2025-03-02,NEFT-SALARY CREDIT-EMPLOYER PAYROLL-704310233911,0000704310233911,02/03/2025,CR,Salary,NEFT,,53476.78,676008.47,SUCCESS
TXN00336,03/03/2025,2025-03-03,UPI-MYNTRA DESIGNS-MYNTRA@ICICI-ICIC0MYNUPI-691663315274-UPI,0000691663315274,03/03/2025,CR,Shopping,UPI,,4618.79,680627.26,SUCCESS
TXN00337,04/03/2025,2025-03-04,UPI-SWIGGY INDIA-SWIGGYSTORES@ICICI-ICIC0DC0099-931850734401-UPI,0000931850734401,04/03/2025,DR,Rent,UPI,16872.0,,663755.26,SUCCESS
TXN00338,05/03/2025,2025-03-05,UPI-AIRTEL PAYMENT-AIRTEL.BILL@AXIS-UTIB0AIRTEL-591883305641-UPI,0000591883305641,05/03/2025,CR,Utility,UPI,,653.0,664408.26,SUCCESS
TXN00339,06/03/2025,2025-03-06,UPI-ZOMATO LTD-ZOMATO-ONLINE@YBL-YESB0ZOMUPI-222682170508-UPI,0000222682170508,06/03/2025,CR,Food,UPI,,5436.75,669845.01,SUCCESS
TXN00340,07/03/2025,2025-03-07,UPI-MEDPLUS PHARMACY-MEDPLUS@ICICI-ICIC0MEDPLS-727933481969-UPI,0000727933481969,07/03/2025,DR,Health,UPI,184.22,,669660.79,SUCCESS
TXN00341,08/03/2025,2025-03-08,UPI-PETROL PUMP HP-HPCL.PETROL@AXIS-UTIB0HPCUPI-326260145202-UPI,0000326260145202,08/03/2025,DR,Fuel,UPI,72.74,,669588.05,SUCCESS
TXN00342,09/03/2025,2025-03-09,UPI-AIRTEL PAYMENT-AIRTEL.BILL@AXIS-UTIB0AIRTEL-243681397685-UPI,0000243681397685,09/03/2025,DR,Utility,UPI,2176.39,,667411.66,SUCCESS
TXN00343,10/03/2025,2025-03-10,UPI-PUSHKAR DHANPAL PATL-PUSHKARPATLE441@OKSBI-UBIN0559431-124581300799-UPI,0000124581300799,10/03/2025,DR,Rent,UPI,31.42,,667380.24,SUCCESS
TXN00344,11/03/2025,2025-03-11,UPI-PRIYA SHARMA-PRIYASHARMA92@OKICICI-ICIC0000123-564050986189-UPI,0000564050986189,11/03/2025,CR,Transfer,UPI,,3338.75,670718.99,SUCCESS
TXN00345,12/03/2025,2025-03-12,UPI-FLIPKART INTERNET-FLIPKART@YESBANK-YESB0FLKUPI-176855083008-UPI,0000176855083008,12/03/2025,DR,Shopping,UPI,2806.92,,667912.07,SUCCESS
TXN00346,13/03/2025,2025-03-13,UPI-OLA CABS INDIA-OLACABS@HDFCBANK-HDFC0OLAUPI-520440076410-UPI,0000520440076410,13/03/2025,CR,Travel,UPI,,5459.25,673371.32,SUCCESS
TXN00347,14/03/2025,2025-03-14,UPI-MYNTRA DESIGNS-MYNTRA@ICICI-ICIC0MYNUPI-187512731223-UPI,0000187512731223,14/03/2025,CR,Shopping,UPI,,5272.41,678643.73,SUCCESS
TXN00348,15/03/2025,2025-03-15,UPI-PRIYA SHARMA-PRIYASHARMA92@OKICICI-ICIC0000123-817830725289-UPI,0000817830725289,15/03/2025,DR,Transfer,UPI,496.64,,678147.09,SUCCESS
TXN00349,16/03/2025,2025-03-16,UPI-DMART AVENUE SUPERMA-DMARTAVENUESUPERMART@HDFCBANK-HDFC0MERUPI-928943605798-UPI,0000928943605798,16/03/2025,CR,Grocery,UPI,,2885.42,681032.51,SUCCESS
TXN00350,17/03/2025,2025-03-17,UPI-SNEHA KULKARNI-SNEHAK2000@OKSBI-SBIN0007788-700088939243-UPI,0000700088939243,17/03/2025,DR,Transfer,UPI,1242.54,,679789.97,SUCCESS
TXN00351,18/03/2025,2025-03-18,UPI-BHARAT PETROLEUM-BPCLPETRO.98765@YBL-YESB0BPCLUP-401313951964-UPI,0000401313951964,18/03/2025,CR,Fuel,UPI,,4405.14,684195.11,SUCCESS
TXN00352,19/03/2025,2025-03-19,UPI-MYNTRA DESIGNS-MYNTRA@ICICI-ICIC0MYNUPI-134844402424-UPI,0000134844402424,19/03/2025,DR,Shopping,UPI,390.05,,683805.06,SUCCESS
TXN00353,20/03/2025,2025-03-20,UPI-SWIGGY INDIA-SWIGGYSTORES@ICICI-ICIC0DC0099-324371953252-UPI,0000324371953252,20/03/2025,DR,Food,UPI,45.78,,683759.28,SUCCESS
TXN00354,21/03/2025,2025-03-21,UPI-ZOMATO LTD-ZOMATO-ONLINE@YBL-YESB0ZOMUPI-912799944114-UPI,0000912799944114,21/03/2025,DR,Food,UPI,140.14,,683619.14,SUCCESS
TXN00355,22/03/2025,2025-03-22,UPI-MSEB VIDYUT-MSEDCL.BILL@YBL-YESB0MSEBUP-650357691607-UPI,0000650357691607,22/03/2025,DR,Utility,UPI,2228.33,,681390.81,SUCCESS
TXN00356,23/03/2025,2025-03-23,UPI-RELIANCE JIO-JIO.BILLPAY@HDFCBANK-HDFC0JIOUPI-431729976873-UPI,0000431729976873,23/03/2025,CR,Utility,UPI,,3223.26,684614.07,SUCCESS
TXN00357,24/03/2025,2025-03-24,UPI-NETFLIX ENTERTAIN-NETFLIX.IND@ICICI-ICIC0NFLX01-428193742057-UPI,0000428193742057,24/03/2025,DR,Entertainment,UPI,475.8,,684138.27,SUCCESS
TXN00358,25/03/2025,2025-03-25,UPI-SNEHA KULKARNI-SNEHAK2000@OKSBI-SBIN0007788-845717962258-UPI,0000845717962258,25/03/2025,DR,Transfer,UPI,1533.24,,682605.03,SUCCESS
TXN00359,26/03/2025,2025-03-26,UPI-ROHAN MEHTA-ROHANM7@OKAXIS-UTIB0000456-678900622716-UPI,0000678900622716,26/03/2025,CR,Transfer,UPI,,2567.9,685172.93,SUCCESS
TXN00360,27/03/2025,2025-03-27,UPI-IRCTC UPI-IRCTC@SBI-SBIN0IRCTC1-513604871693-UPI,0000513604871693,27/03/2025,CR,Travel,UPI,,2946.41,688119.34,SUCCESS
TXN00361,28/03/2025,2025-03-28,UPI-MSEB VIDYUT-MSEDCL.BILL@YBL-YESB0MSEBUP-348461027407-UPI,0000348461027407,28/03/2025,CR,Utility,UPI,,1037.24,689156.58,SUCCESS
TXN00362,29/03/2025,2025-03-29,UPI-SNEHA KULKARNI-SNEHAK2000@OKSBI-SBIN0007788-714427816253-UPI,0000714427816253,29/03/2025,CR,Transfer,UPI,,3432.26,692588.84,SUCCESS
TXN00363,30/03/2025,2025-03-30,UPI-BIG BAZAAR RETAIL-BIGBAZAAR.MH01@HDFCBANK-HDFC0BBUPI1-525777686278-UPI,0000525777686278,30/03/2025,DR,Shopping,UPI,737.21,,691851.63,SUCCESS
TXN00364,31/03/2025,2025-03-31,UPI-SWIGGY INDIA-SWIGGYSTORES@ICICI-ICIC0DC0099-507365336000-UPI,0000507365336000,31/03/2025,DR,Food,UPI,654.61,,691197.02,SUCCESS
